comment_id,entity_id,entity_text,entity_type,target_id,target_team_id,is_abusive,insult_derogation,profanity_obscene,sexual_harassment,wish_of_harm,is_severe_abuse,threat,religious_hate,race_hate,gender_hate,motive_performance,motive_coaching,motive_fandom_rivalry,motive_appearance,motive_injury,motive_officiating,motive_personal_life,motive_gambling,sarcasm,humor,implicit_target,quotation_reported_speech,interpretation_needs_history,target_recoverable_from_history,target_id_unknown,diff_profanity,diff_meaning_shift,diff_reference_complexity,diff_common_words
c_0000055,e_00000081,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000055,e_00000082,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000056,e_00000083,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000057,e_00000084,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000057,e_00000085,Lorenzo Vandergriff,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:lorenzo-vandergriff,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000058,e_00000086,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,ROOT_SUBMISSION,YES,NO,False,False,True,False
c_0000059,e_00000087,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000059,e_00000088,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000060,e_00000089,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000061,e_00000090,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000061,e_00000091,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000061,e_00000092,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000062,e_00000093,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000063,e_00000094,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000063,e_00000095,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000064,e_00000096,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000065,e_00000097,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000066,e_00000098,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000066,e_00000099,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000067,e_00000100,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000067,e_00000101,Jalen Wexler,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-wexler,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,False,False,False,False
c_0000068,e_00000102,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000068,e_00000103,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000069,e_00000104,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,False,True,False,False
c_0000069,e_00000105,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000069,e_00000106,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000069,e_00000107,Dominic Eastwick,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:dominic-eastwick,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000069,e_00000108,Jalen Wexler,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-wexler,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000070,e_00000109,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000070,e_00000110,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,False,True,False,False
c_0000071,e_00000111,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,ROOT_SUBMISSION,YES,NO,False,True,True,False
c_0000071,e_00000112,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000071,e_00000113,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000071,e_00000114,Dominic Eastwick,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:dominic-eastwick,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000071,e_00000115,Roland Duvalier,player NCAA,2025-2026:men:men_ORCH_orchard-hill-college-mariners:roland-duvalier,men_ORCH_orchard-hill-college-mariners,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000072,e_00000116,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000073,e_00000117,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000073,e_00000118,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000074,e_00000119,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000074,e_00000120,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000075,e_00000121,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000075,e_00000122,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000076,e_00000123,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000076,e_00000124,Lorenzo Vandergriff,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:lorenzo-vandergriff,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000076,e_00000125,Jalen Wexler,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-wexler,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000076,e_00000126,Jalen Petrov,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-petrov,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000076,e_00000127,Terrance Wickham,player NCAA,2025-2026:men:men_VINE_vinewood-a-m-timberwolves:terrance-wickham,men_VINE_vinewood-a-m-timberwolves,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000077,e_00000128,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000077,e_00000129,Lorenzo Vandergriff,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:lorenzo-vandergriff,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000078,e_00000130,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000078,e_00000131,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000078,e_00000132,Roland Duvalier,player NCAA,2025-2026:men:men_ORCH_orchard-hill-college-mariners:roland-duvalier,men_ORCH_orchard-hill-college-mariners,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000079,e_00000133,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000079,e_00000134,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000080,e_00000135,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000081,e_00000136,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,False,True,False,False
c_0000081,e_00000137,Lorenzo Vandergriff,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:lorenzo-vandergriff,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000082,e_00000138,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000082,e_00000139,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000083,e_00000140,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000083,e_00000141,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000083,e_00000142,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000083,e_00000143,Dominic Eastwick,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:dominic-eastwick,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000084,e_00000144,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000084,e_00000145,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000085,e_00000146,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,False,True,False,False
c_0000086,e_00000147,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000087,e_00000148,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000088,e_00000149,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000088,e_00000150,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000089,e_00000151,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000090,e_00000152,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000090,e_00000153,Jalen Wexler,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-wexler,men_KING_kingsmoor-poly-ironmen,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,True,False,False,False
c_0000091,e_00000154,Yancy Hargrove,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:yancy-hargrove,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000091,e_00000155,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000092,e_00000156,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,False,True,False,False
c_0000092,e_00000157,Jalen Wexler,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-wexler,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000092,e_00000158,Jalen Petrov,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:jalen-petrov,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000093,e_00000159,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000094,e_00000160,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000094,e_00000161,Omar Ellsworth,player NCAA,2025-2026:men:men_VELL_vellmont-tech-cyclones:omar-ellsworth,men_VELL_vellmont-tech-cyclones,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
c_0000095,e_00000162,Xavier Duvalier,player NCAA,2025-2026:men:men_KING_kingsmoor-poly-ironmen:xavier-duvalier,men_KING_kingsmoor-poly-ironmen,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,False,False,False,False
